,id,expression,emotion,score
715,20715,<subject> awful service at your camden store yesterday. assistants thought it more important to put clothes on hangers than serve.,fear,0.41700000000000004
716,20716,<subject> u got to b kidding me. anu from your firm responded  when i sent the contact details.  customerexperience,fear,0.41700000000000004
717,20717,<subject> why is there no disabled access at pontefract monkhill? ,fear,0.41700000000000004
718,20718,you have a problem? yes! can you do something about it? no! than why ,fear,0.41700000000000004
719,20719,we are source!!\n\nmindset philosophy thoughtsbecomethings news lifehacks fear you life pleasert problemsolving,fear,0.41700000000000004
720,20720,<subject> something a cyber bully would say,fear,0.41700000000000004
721,20721,<subject> fear is best/beast product of god/s. :) atheism theism bible afraid christianity hell heaven purgatory psychology jesus,fear,0.41700000000000004
722,20722,i can never find the exact emoji that i'm after at the exact moment that i need it ,fear,0.41700000000000004
723,20723,stay jaded everyone is terrible,fear,0.41700000000000004
724,20724,my mind always seems to work its best at night restless,fear,0.41700000000000004
725,20725,"<subject> this is so lovely! or i am frightened, not sure which! but, wow!",fear,0.41700000000000004
726,20726,<subject> peanut butter???? you some kinda pervert?? ,fear,0.41700000000000004
727,20727,"don't forget 2 test yr smoke alarm, carbon monoxide detector batteries. it could save your life. 🐈🐩 lovinleeds",fear,0.41700000000000004
728,20728,courage the cowardly dog is like american horror story for kids,fear,0.41700000000000004
729,20729,<subject> don't worry me and my mans <subject> gave him a piece of our mind,fear,0.41700000000000004
730,20730,"$100 says teufel is 'reassigned' within the organization before next year, but i wish it was sooner... mets thirdbasecoach  lgm",fear,0.41700000000000004
731,20731,<subject> no. 😭 the last two we were out-bidded. so we got kinda discouraged so now we are taking our sweet time. the market is stupid tho,fear,0.41700000000000004
732,20732,we're very busy coding a whole network manager for unity3d based on steamworks networking. gamedev indiedev 3amdeadtime horror game,fear,0.41700000000000004
733,20733,<subject> the concept that a gay magazine feels like it has to cover terrible people -because they’re gay voices- seems all upside down,fear,0.41700000000000004
734,20734,... in the same speech.  however he did mention foreign hand and funding in terrorism in the country. 👍\nproudofyouprimeminister,fear,0.41700000000000004
735,20735,partners are willing to walk alongside you without being intimidated by you. whoisit part2 relationshift clifemacon,fear,0.41700000000000004
736,20736,mary astounded there at the concept of having leftover milk at the end of your cereal gbbo,fear,0.41700000000000004
737,20737,<subject> <subject> i couldn't care less about gotham. i haven't watched it since the mid point of season 1. horrible,fear,0.41700000000000004
738,20738,nobody understand what advocate mean if you do then use it right never be afraid so positive word is. i can that is powerful,fear,0.41700000000000004
739,20739,watched tna for the first time in a long time what the hell happened to the hardyboys impactonpop wwe terrible,fear,0.41200000000000003
740,20740,<subject> first you take the room now you wanna beat me up ,fear,0.41200000000000003
741,20741,the irony in that last is that republicans - more likely to watch fox news - distrust the news media more. yet they can't see fox's lies!,fear,0.409
742,20742,"and there you go. after that wild start, wouldn't be surprised at all if sweden wins this game. too much experience there to panic.",fear,0.4
743,20743,"the more videos <subject>  post, the more i am convinced i might should not have done that  brendonati",fear,0.4
744,20744,"for a team as big as bayern and the they like to play football, their pitch is fucking dreadful. certainly no emirates pitch anyway.",fear,0.39799999999999996
745,20745,starting not to give a fuck and stopped fearing the consequence,fear,0.396
746,20746,"<subject> <subject> great defender, terrible positioning. didn't know where he should be without russel shouting at him for 90 mins",fear,0.396
747,20747,<subject> <subject> <subject> of have a suspicion it was <subject> you know!!,fear,0.396
748,20748,<subject> ~ crushes are for kids! just like trix. \rhow bout some full blown up love that makes you quiver deep down into your core? y e s *=*,fear,0.396
749,20749,"big up <subject>, did i miss phantom dread syndrome by <subject>? dudes sick.",fear,0.396
750,20750,check out <subject> - from scotland gamer youtuber vlogger designer animator artist. ty for following the wake horror horrorfilm,fear,0.396
751,20751,"<subject> he has had a dreadful first half, not to mention rashford would've got on the end of a couple of those through balls pace",fear,0.396
752,20752,forgot to plug the phone in overnight ,fear,0.396
753,20753,follow this amazing australian author <subject> fiction horror zombies angels demons vampires werewolves follow authorlove,fear,0.396
754,20754,"what do aquila, ajahnae, and euriechsa have in common besides ridiculously stupid,horrible,ugly, god awful names? tracey is not their father",fear,0.396
755,20755,"i like the commercial where <subject>, on a chocolate milk bender, steals a soccer ball from some guys and refuses to give it back. bully",fear,0.396
756,20756,"<subject> <subject> so bad...slash prices or send them to refugee camps, like team gear after they lose championships. awful",fear,0.396
757,20757,goksfillyourhouseforfree should be retitled fill your house with old trash repainted ...  junk trash,fear,0.396
758,20758,"<subject>  as a musician, i can tell you that more people get discouraged when learning because of shitty instruments than anything else.",fear,0.396
759,20759,<subject> but your pussy was weak from what i heard so stfu up to me bitch . you got to threaten him that your pregnant .,fear,0.396
760,20760,<subject> no the flavour of danish is far better but danish pastry can be daunting to make!,fear,0.396
761,20761,"<subject> a plus point, she won't have to queue for the loos. any more plus points? nope, can't think of any shocking sexism",fear,0.396
762,20762,halloween party coming soon! turnt ruint lit firesauce hotsauce mildsauce getsauced champagnedreams scary  kittens,fear,0.396
763,20763,<subject> <subject> think shes afraid to fight holly. one can only imagine what goes through her head when she thinks of cyborg terror,fear,0.396
764,20764,<subject> <subject> <subject> want to start a biker gang together when the gta online biker dlc comes out?,fear,0.396
765,20765,the kid at the pool yelling is about to get a foot up his ass. shutup parents kids ,fear,0.396
766,20766,it's never the end / when the moment is dire. / a small spark of hope / can relight a new fire.,fear,0.396
767,20767,i hate bakewell tart … anything that tastes of almond essence is just horrid! gbbo,fear,0.396
768,20768,<subject>  cyber bully,fear,0.396
769,20769,i have no alarm preset life will wakemeup,fear,0.396
770,20770,"<subject> we regret the inconvenience caused. we have noted your concern. we will get in touch with you soon to discuss. rgds, abhijit",fear,0.396
771,20771,"<subject> <subject> shocking work ethic by our players, rooney stifled by their laziness",fear,0.396
772,20772,"<subject> thanks for getting back to me, exemplary customer service for a loyal customer jk awful residentadvisor poorservice",fear,0.396
773,20773,"<subject> 'kylie, you know me. i won't take no for answer for this kind of things...' *he would smirk and start on the crust.*",fear,0.396
774,20774,<subject> i think it's the daunting fact of the typical offer being those grades. even though it's been proven not to be the case exactly,fear,0.396
775,20775,"a liar an a bully for president? they say every vote matter , well  i'm sorry you'll not get my vote until the year 2020",fear,0.396
776,20776,good start to the day i forgot to set my alarm just as well it's friday 😆,fear,0.396
777,20777,"it's simple i get after two shots of espresso 'grande, decaf, 130 degrees soy americano with extra foam' barista nightmare",fear,0.396
778,20778,<subject> <subject> <subject> <subject> <subject> have you read the ot and pauline epistles? they have countless horrid rules,fear,0.396
779,20779,"<subject> so i worry about emphasis on 'keeping family together' as a guiding principle, due to my own experiences",fear,0.396
780,20780,"339:709 a local habitation and a name.\nsuch tricks hath strong imagination,\nthat, if it would but apprehend some joy,\namndbots",fear,0.396
781,20781,<subject> that nigga is horrible bro,fear,0.396
782,20782,"was going to get a new horror movie tattoo tonight, but my artist flaked out on me for the 3rd time &amp; said he was done tattooing!",fear,0.396
783,20783,did you know i specialise in anxiety  and panic attacks? get in touch for all of my solutions for you. coventry,fear,0.396
784,20784,<subject> does being a bully make u feel like a bigman? cos it makes u a twat,fear,0.396
785,20785,not sure that men can handle a woman that's got her crap together. intimidation independent,fear,0.396
786,20786,we hesitate to live our dream because of some unknown fear which actually does not exist.' aqeelsyed\n\nlifeisbeautiful livewithpurpose,fear,0.396
787,20787,step out of your comfort zone. \ngo for risks.\nface things you fear. \n\nthis is when life starts to happen.\n\ncpd,fear,0.396
788,20788,"<subject> eric couldn't help but laugh, though that made him wince in pain. it hurt. a lot. he just wanted to sit down somewhere —",fear,0.396
789,20789,if monday had a face i would punch it monday  face punch fight joke like firstworldproblems need coffee asap follow,fear,0.396
790,20790,<subject> ap didn't have a productive week 1 or 1st half against gb and kalil is horrible! <subject> d is its strongest asset currently.,fear,0.396
791,20791,wish i was a kid again. the only stressful part was whether gabriella and troy would get back together or not. hsm2 nightmare,fear,0.395
792,20792,"don't think i'll hesitate to run you over. last time i checked, i still had 'accident forgiveness' on my insurance policy...",fear,0.391
793,20793,"fear blocks blessings, faith unlocks them. manup fear faith",fear,0.38799999999999996
794,20794,"after a nervous couple of days test results now confirm my life will be no different whatsoever as the result of two actors divorcing, phew!",fear,0.385
795,20795,"how is that in 2016, a 757 airplane does not have wifi...ridiculous.americanairlines americanairlinessucks aateam horrible",fear,0.38
796,20796,guy was such a video i'm shaking <subject>,fear,0.375
797,20797,got to be up in 4 hours to go back to work cantsleep excited ,fear,0.375
798,20798,<subject> awe man i'm mad i'm sitting here already cutting tulle and ribbon already 😂,fear,0.375
799,20799,the most important characteristic of leadership is the lack of . activism equity revolution,fear,0.375
800,20800,"texans played horrible.  bad play calling, bad protection of the ball, bad coaching, bad defense, bad overall performance. texans ",fear,0.375
801,20801,"transform your hardship(s) into a burning desire to succeed. never fear failure, without it there would be no success. $spx fintech",fear,0.375
802,20802,crossword puzzle is oat meals solitary respecting the flat out portentous nutrient rootstock re scruple failur...,fear,0.375
803,20803,"the radio just told me lady gaga is going country, which is like if the beatles decided to do opera singing for their final albums awful",fear,0.375
804,20804,<subject>\n\nstephen king never once spoke out about how the left crushes freespeech in publishing world.\n\n trump  scifi ccot p2,fear,0.375
805,20805,".<subject> love it! so true. as <subject> taught me, fear can be an illusion. coaching  courage",fear,0.375
806,20806,new play through tonight! pretty much a blind run. only played the game once and maybe got 2 levels it. rage ,fear,0.375
807,20807,the kid at the pool yelling is about to get a foot up his ass. shutup parents kids horrible,fear,0.375
808,20808,how had matty dawson not scored there!!!!! terrible,fear,0.375
809,20809,<subject> lmao clown my own hair i'm going to dread lmao,fear,0.375
810,20810,i saw someone discourage someone from following their dreams. just because you want to live in mediocrity doesn't mean someone else should.,fear,0.375
811,20811,<subject> peanut butter???? you some kinda pervert?? awful,fear,0.375
812,20812,rojo is a terrible defender,fear,0.375
813,20813,this maybe a new start but it will always be align with the end.  forward,fear,0.375
814,20814,"<subject> <subject> again, profiling doesn't discourage (september 20, 2016; 18:41 edt)  trump fail",fear,0.375
815,20815,"there's always that one song which makes you turn of the radio, as you'd rather sit in silence 😡 ",fear,0.375
816,20816,<subject> oh god no that's awful mine don't last that long thank god. thank you\n xx,fear,0.375
817,20817,why is it when you nap during the day you are so comfortable but sleeping at night you'll never be as comfortable ,fear,0.375
818,20818,season 3 of penny dreadful is on netflix...well my afternoon is filled,fear,0.375
819,20819,<subject> love new movie\nblairwitch blairwitchproject horror horrormovies,fear,0.375
820,20820,<subject> your a joke i pay for data when i'm in spain and you then text and say i've used up all my data terrible service,fear,0.375
821,20821,today has dragged on ,fear,0.375
822,20822,fosu-mensa is having a nightmare 15 minutes. difference between premier league reserves and league 1 is still wide,fear,0.375
823,20823,i really hate mel and sue. they think they're hilarious and they're just awful,fear,0.375
824,20824,"<subject> <subject> so bad...slash prices or send them to refugee camps, like team gear after they lose championships. ",fear,0.375
825,20825,<subject> <subject> only offering 6 moth warranty ps4pro  truth ripoff,fear,0.375
826,20826,<subject> <subject> any of y'all remember when mlb tried a futuristic jersey those were all terrible,fear,0.375
827,20827,<subject> thank u so much! we just finished another mindfulness film called release about anxiety - plz share!,fear,0.375
828,20828,<subject> russian mistrust of the u.s is well justified &amp; the precaution they've taken are very prudent.,fear,0.375
829,20829,<subject> just received order from <subject> &amp; the chips are under cooked &amp; half raw!!! usually best part of the meal notcool terrible,fear,0.373
830,20830,<subject> fear is best/beast product of god/s. :) atheism theism bible  christianity hell heaven purgatory psychology jesus,fear,0.37
831,20831,<subject> i was pretty sure it was a golden ticket. get a tour. make a mistake. something horrific will happen to you. good day sir.,fear,0.36200000000000004
832,20832,picoftheday : how...why... really... !!\n    funny picoftheday lol random laugh chair of despair funnypics  virgin cafe i...,fear,0.36200000000000004
833,20833,i just want to say: social media isn’t here to bully that has to be stopbullying ! please be kind to eaxh other! lovewins,fear,0.36
834,20834,don't let the behavior of others destroy ur inner peace.' -dalai lama <subject> healing depression anxiety intuition meditation book,fear,0.36
835,20835,how had matty dawson not scored there!!!!! ,fear,0.354
836,20836,"fuck being shy, i'm trying to be up in them thighs.",fear,0.354
837,20837,if you really care like you state <subject> <subject> then i would seriously address sensitivity training to your employees ,fear,0.354
838,20838,<subject> it's -terrible-! we're going to the local fish/chip place in kirribilli ,fear,0.354
839,20839,just want saturday to be over but then again i want to do good lsat ,fear,0.354
840,20840,let's refuse to live in fear -  c$%t,fear,0.354
841,20841,i've used dey know as my alarm clock song throughout college ripshawtylo,fear,0.354
842,20842,"when i walk in darkness of despondency, sc.verses i've memorized shine a light in my heart. ex: lam 3:22-25 despondency",fear,0.354
843,20843,when someone tells you they're going to 'tear you apart' and all they have to say is 'why are you so tall?' ,fear,0.354
844,20844,my fav movies are horror but they don't make them like they used too. haven't seen a great one in years,fear,0.354
845,20845,"aberdeen st johnstone, let's see who can punt it the furthest awful",fear,0.354
846,20846,"thank you for your concern, computer, but my last name isn't misspelled, it's just weird",fear,0.354
847,20847,<subject> <subject> new campaign slogan idea...'i know you are but what am i?'  trump2016 yourefired deflect,fear,0.354
848,20848,we're very busy coding a whole network manager for unity3d based on steamworks networking. gamedev indiedev 3amdeadtime  game,fear,0.354
849,20849,".<subject> love it! so true. as <subject> taught me, fear can be an illusion. coaching fear courage",fear,0.354
850,20850,<subject> <subject> all the bully,fear,0.354
851,20851,oh i get i see it's texastech playing tonight not the texans tnf texansarebad terrible,fear,0.354
852,20852,now ...what to do for the next hour while waiting for ourgirl to start <subject> ?!,fear,0.354
853,20853,<subject> why does talksport sound like it's being broadcasted from someone's basement  quality amateurs,fear,0.354
854,20854,"<subject> that's me all the time. i carry ginger candy, peppermint oil and sea-bands at all times ",fear,0.354
855,20855,"<subject> okay, not dead, but if i were, i'd come back to lovingly haunt your sweet asses",fear,0.354
856,20856,<subject> terrible paul so deserved that win!!! bbfail,fear,0.354
857,20857,"<subject> im love you, even if you bully me sadly",fear,0.354
858,20858,<subject> he was more partisan on social issues a few years back; now he just concern trolls the center left as chait does the far left,fear,0.354
859,20859,anyyyyone wanna go to fright fest with me on friday night? 👻,fear,0.354
860,20860,"<subject> just finally started homefronttherevolution, what did you all do the story and gameplay???  wasteofmoney",fear,0.354
861,20861,jeans with fake pockets horrible,fear,0.354
862,20862,"<subject> <subject> <subject> <subject> <subject> <subject> revitalize clevelandhustles daunting task, hustle",fear,0.354
863,20863,"<subject> i chuckle and shake my head, 'no that didn't bug me too much. i was still going to ask you but there's a lot you still don't--",fear,0.354
864,20864,<subject> <subject> the refs are in gt's favor tonight. ,fear,0.354
865,20865,i have a job interview with <subject> in loughborough next month !!!,fear,0.354
866,20866,the most important characteristic of leadership is the lack of fear.  activism equity revolution,fear,0.354
867,20867,can we start a 'get chris sutton off our tv campaign? spread the work  pundit noclue,fear,0.354
868,20868,"<subject> unless your concern is people figuring out who you are for wtvr reason, i don't see why you shouldn't tweet about other things",fear,0.354
869,20869,getting terrible download speeds for fifa smh.,fear,0.354
870,20870,one more step in long work visa process is over. relief. onto next step. expat ,fear,0.354
871,20871,you don't know what to expect by brendon's video lmao la devotee video got me shook ,fear,0.354
872,20872,are there any horror sites that would be interested in my writing a guest article/review? been really craving a literary outlet lately.,fear,0.354
873,20873,yesterday i finished watching penny dreadful and from all the beautiful things i saw one question remains: were the writers him's fans?,fear,0.354
874,20874,ready for my sweet princess to arrive. i'll he 37 weeks this saturday! excited nervous,fear,0.35200000000000004
875,20875,"2,034 words today amwriting horror novel 42,080 'magnitude' total so far. 25kish to go.",fear,0.35100000000000003
876,20876,overtime... teamna wch2016 ,fear,0.348
877,20877,<subject> it was a terrible freekick...,fear,0.34700000000000003
878,20878,<subject> it's funny how they can be in such a hurry but have plenty of time to stop and threaten people,fear,0.34299999999999997
879,20879,how i murdered your mother spookytv ,fear,0.342
880,20880,<subject> what is your favorite horror movie? ghosthunters,fear,0.342
881,20881,it's not dread. it's called locks,fear,0.34
882,20882,<subject> been better. it's really stupid don't worry,fear,0.33899999999999997
883,20883,<subject> just received order from <subject> &amp; the chips are under cooked &amp; half raw!!! usually best part of the meal notcool ,fear,0.336
884,20884,"<subject> he looks down at his brother, a smile forming on his face. 'what? people fearing me?'",fear,0.33299999999999996
885,20885,the ending of how i met your mother is dreadful,fear,0.33299999999999996
886,20886,"sir, my concern is not whether god is on our side; my greatest concern is to be on god's side, for god is always right.' - abraham lincoln",fear,0.33299999999999996
887,20887,hahahah what a horrific penalty from bayer. 5 feet wide. jesus,fear,0.33299999999999996
888,20888,"i polished my nails, but can't find the polish remover. it look like a 3yr old polished my nails lol horrible",fear,0.33299999999999996
889,20889,i lost my blinders .... ,fear,0.33299999999999996
890,20890,it's not going to break you it's just going to shake you,fear,0.33299999999999996
891,20891,<subject> i remember joey slagging england player's off bringing out books after crap tournaments..same same..crap player ,fear,0.33299999999999996
892,20892,<subject> it still destroys fear the walking dead. that show is horrible,fear,0.33299999999999996
893,20893,"bestadvice from a movienight, pickup the phone &amp; start dialing, no1 will knw a startups product service if thy dnt tell the world",fear,0.33299999999999996
894,20894,on the other side of fear lies freedom! - jb glossinger quote,fear,0.33299999999999996
895,20895,howl at the moon with <subject> at <subject> next wednesday the 28th for a free double feature of silver bullet and cursed ,fear,0.33299999999999996
896,20896,<subject> be nice if the texans could hold onto the ball to give fuller and hopkins a chance!!! awful tnf,fear,0.33299999999999996
897,20897,"as much as i want a normal little life.. it wouldn't suit me, i'd get restless, i need to just do what i want at all times to be happy 😊",fear,0.33299999999999996
898,20898,huns are like a box of coffee revels horrible,fear,0.33299999999999996
899,20899,a shy failure is nobler than an immodest success.,fear,0.33299999999999996
900,20900,<subject> wow inadvertently horrible puns is definitely my thing,fear,0.33299999999999996
901,20901,i really wanna go to fright fest 😩,fear,0.33299999999999996
902,20902,this has turned out better then i expected admitting you tried to intimidate 😂😂 cantstoplaughing i really can't and it's in spokeword,fear,0.33299999999999996
903,20903,aliens zombie gore slash ghost sith horror i love it all. 🔪,fear,0.33299999999999996
904,20904,just want to be a dad so i can play kick the baby with my little one southpark mellogang ghastly edm plur dad djlife dj producer,fear,0.33299999999999996
905,20905,"o you who have believed, fear allah and believe in his messenger; he will [then] give you a double portion of his mercy...' (quran 57:28)",fear,0.33299999999999996
906,20906,drop every fear...,fear,0.33299999999999996
907,20907,"<subject> annoys me to about the ortiz tribute too, how would the oriole fans and organization feel if yanks did that to them? ",fear,0.33299999999999996
908,20908,that free kick from rooney was awful,fear,0.33299999999999996
909,20909,today has been terrible but tonight will end better because i get to see malik ❤️,fear,0.33299999999999996
910,20910,"wazza blocks carrick's shot and then misses a sitter that memphis, who was ready beside him, surely wouldve buried. good start lol mufc",fear,0.33299999999999996
911,20911,howl at the moon with <subject> at <subject> next wednesday the 28th for a free double feature of silver bullet and cursed horror,fear,0.33299999999999996
912,20912,act 4 anxiety &amp; depression group. <subject> beginning mon october 17 for 6 weeks. contact me to register now! mindfulness halifax,fear,0.33299999999999996
913,20913,shoutout to <subject> for ruining my iphone 7 order!! ,fear,0.33299999999999996
914,20914,confiaejce comes not from always being right but from not fearing to be wrong.-peter t. mcintyre,fear,0.33299999999999996
915,20915,"wee cunts playing chappy in my street, got my shoes on so i can chase and scare the fuck out of them",fear,0.327
916,20916,unruly kids at 8am in the morning nothanks ripping the flower beds up by the roots while their parents watch ,fear,0.322
917,20917,"anytime <subject> gets near a mic, someone needs to smack him w a bat. <subject>  marblesinmouth",fear,0.32
918,20918,<subject> <subject> <subject> <subject> <subject> i understand your concerns but look at her foundation contributions ,fear,0.315
919,20919,<subject> <subject> <subject> anychance of addressing the communication i sent to you yesterday??? i still haven't had any contact ,fear,0.312
920,20920,<subject> now i'm really excited for november! hope they're not all horrid chavs though 😅,fear,0.312
921,20921,omg he kissed her🙈 shy w,fear,0.312
922,20922,"<subject> <subject> \nbecause distrust in life , argentina has a lot of heart and this president is worth every vote.",fear,0.312
923,20923,"<subject> i agree. btw, have u seen ep22, granger, o?  that was the episode when i knew anna was coming back, the conversation at start.",fear,0.312
924,20924,trends thread;'p)..it was in my drafts&amp;now posted 2 mins after my birthday..so close:'o!:''/...but anyway it really was the start of,fear,0.312
925,20925,look at this massiah of youngleader\npakistan massiah of ,fear,0.312
926,20926,you make me breathless.,fear,0.312
927,20927,to com sede de milk shake,fear,0.312
928,20928,halloween party coming soon! turnt ruint lit firesauce hotsauce mildsauce getsauced champagnedreams scary haunt kittens,fear,0.312
929,20929,<subject> <subject> the refs are in gt's favor tonight. terrible,fear,0.312
930,20930,<subject> can't believe how rude your cashier was today when i was returning an item!  your customer service is slacking. terrible,fear,0.312
931,20931,<subject> *chuckles* did i scare you?,fear,0.312
932,20932,<subject> <subject> <subject> what about publictransport to &amp; from canberraairport. most cities have. mr barr very coy on.,fear,0.312
933,20933,<subject> <subject> all the best moto gp is loosing a very talented rider ,fear,0.312
934,20934,<subject> terrible paul so deserved that win!!! movie childrenofmen.\n\ncages  refugees,fear,0.312
935,20935,<subject> what an awful team,fear,0.312
936,20936,<subject> &lt; feel this precious pleasure. 'harder..' he whispered almost breathless and his index finger stroked along his waistband &gt;,fear,0.312
937,20937,<subject> are you guys still down? when can we go up? ,fear,0.312
938,20938,i remember when rooney wanted to leave united and the fans threaten to kill the man and bare junk... wanna regretting that now? 😂😂,fear,0.312
939,20939,"walk right through them! see way past them, and don't even hesitate running them over.",fear,0.312
940,20940,check out <subject> - from scotland gamer youtuber vlogger designer animator artist. ty for following the wake  horrorfilm,fear,0.312
941,20941,smackdev ptp start word,fear,0.312
942,20942,never afraid to start over,fear,0.304
943,20943,<subject> penny dreadful season 3?,fear,0.3
944,20944,stay jaded everyone is ,fear,0.3
945,20945,oh yay old scientist builds himself a robot assistant and makes it look like a hot naked woman nothing alarming here,fear,0.3
946,20946,no red card for gordon there? the ref must be a celtic fan as that was a shocking challenge.,fear,0.297
947,20947,"<subject> <subject> <subject> , yes, already he spoke so many lies with timid body language. baluchistan could have been his own trap",fear,0.294
948,20948,<subject> <subject> and the dreadful franglaise.,fear,0.292
949,20949,<subject> <subject> i couldn't care less about gotham. i haven't watched it since the mid point of season 1. ,fear,0.292
950,20950,they used to laugh at her coz she couldn't afford a junky now they stare in awe while she is winning.,fear,0.292
951,20951,<subject> same it's good but not great.don't breathe is the horror film of the month for me. my fav horror film of the year (so far),fear,0.292
952,20952,<subject> madrid is playing awful and no modric but 90 minutes in bernabéu stadium are so so long. viallreal never won there,fear,0.292
953,20953,<subject> having a terrific game and not at all fazed mcfc,fear,0.292
954,20954,<subject> now im feeling the ,fear,0.292
955,20955,no we didn't just bully our professor to move the chem quiz to monday 😂,fear,0.292
956,20956,<subject> some weeks there are no problems but this week is unbelievable -- are you guys even running regular 12 buses?  solate,fear,0.292
957,20957,terror <subject> i love you,fear,0.292
958,20958,"<subject> <subject> i lost it at 18. like, really not a big deal. don't worry about trivial shit like that.",fear,0.292
959,20959,going to get myself a copy of <subject>'s cujo for an upcoming project that i can't talk about just yet.  amwriting,fear,0.292
960,20960,"regardless of your age or station in life, it all comes down to one simple truth: you just have to start. - jon acuff inspiring quote",fear,0.292
961,20961,<subject> their whole team is limited when they're on the field. ,fear,0.292
962,20962,it was an amazing start to the first fall  day. will it be an indiansummer,fear,0.292
963,20963,oh i get i see it's texastech playing tonight not the texans tnf texansarebad ,fear,0.292
964,20964,this maybe a new start but it will always be align with the end. start forward,fear,0.292
965,20965,"don't let fear hold you back from being who you want to be. use it's power to push you towards your goals. no more fear, just action. fear",fear,0.292
966,20966,"<subject> <subject> she is terrific at her job, where is she headed-- i missed that?",fear,0.292
967,20967,<subject> it's bowers. i went and drove it for a while this evening ,fear,0.292
968,20968,<subject> <subject> revolting cocks if you think i'm sexy!,fear,0.292
969,20969,"how is that in 2016, a 757 airplane does not have wifi...ridiculous. americanairlines americanairlinessucks aateam ",fear,0.292
970,20970,watched tna for the first time in a long time what the hell happened to the hardyboys impactonpop wwe ,fear,0.292
971,20971,"my interview went well today, i can't wait to find out what happens.  excited interview jobinterview",fear,0.292
972,20972,fewer and fewer good horror offerings from hollywood every year. or have i just gotten too old for this shit?,fear,0.292
973,20973,i delete numbers so quick with no hesitation,fear,0.28800000000000003
974,20974,<subject> can you imagine being the person who has to spray tan him? ,fear,0.28
975,20975,"after nawaz sharif's speech on terrorism, kejriwal is expected to talk on governance.",fear,0.28
976,20976,"“ less sugar, more fruit.\n less soda, more water.\n less worry, more sleep.\n less words, more action.”",fear,0.27899999999999997
977,20977,"don't let fear hold you back from being who you want to be. use it's power to push you towards your goals. no more fear, just action. ",fear,0.275
978,20978,induction day tomorrow for pizza express ,fear,0.275
979,20979,lady gaga fucking followed i have been waiting for this day for ages it fucking happened im shaking thank you so much <subject> ❤️,fear,0.275
980,20980,<subject> their whole team is limited when they're on the field.  terrible,fear,0.271
981,20981,<subject> <subject> 20 says he gets reelected..... be ,fear,0.271
982,20982,"<subject> gonzaga not listed in the article but at 65/1 they have tremendous value, they are top10 team for sure, got everything you want",fear,0.271
983,20983,wonder if at any point bobmarley ever actually became afraid of just how high he'd gotten. :o 420,fear,0.271
984,20984,new tires &amp; an alarm system on my car. fwm now!,fear,0.271
985,20985,good morning!!!\n\n leadership healthcareit socialmedia connector ceo writer ai eq security bigdata growthhacking tech ,fear,0.271
986,20986,unbelievable from mcdavid and matthews. lundqvist can do nothing but shake his head wch2016,fear,0.271
987,20987,<subject> thanks brotein shake 😈😈😈,fear,0.271
988,20988,".<subject> if you don't know what a patronus is, i don't think we should have to tell you ",fear,0.271
989,20989,"hopefully i'll get this best buy job, and officaly start my streaming career , working towards doing something i love 1dayatatime",fear,0.271
990,20990,everything you’ve ever wanted is on the other side of fear. –george addair thursdaythoughts yourpushfactor fear life quote,fear,0.271
991,20991,"if you truly want more of god in your life, it requires letting go of some of the old things, to allow new things to flourish. stop start",fear,0.271
992,20992,"<subject> <subject> <subject> ok but why tomorrow a horrible day, my day was great!",fear,0.271
993,20993,<subject> please dm your concern,fear,0.271
994,20994,it's better to be wetter than it is to be dry' jesus christ val don't be shy hen 😂😂 gbbo,fear,0.271
995,20995,"$8 million in box office doesnt do this movie justice. political or not, snowdenmovie is a terrific thriller and love story. <subject>",fear,0.271
996,20996,thoroughly enjoying ahs tonight. ahs horror americanhorrorstory,fear,0.271
997,20997,<subject> <subject> old rich white religious guy supports republicans. not shocking at all.,fear,0.271
998,20998,swear all of my guy friends are scaredy cats. you don't do horror movies. you don't do haunted houses. wtf do you do then?,fear,0.271
999,20999,<subject> watched the cobblers loads this season how is gorre a pro footballler terrible,fear,0.271
1000,21000,"everywhere i go, the air i breathe in tastes like home.' - <subject> restless",fear,0.271
1001,21001,everything you’ve ever wanted is on the other side of fear. –george addair thursdaythoughts yourpushfactor  life quote,fear,0.271
1002,21002,ramos with his ground shaking headers..😏,fear,0.271
1003,21003,"<subject> she chuckles, shaking her head. 'no...i just have a really vivid imagination, i guess. it happens when you meet someone&gt;",fear,0.271
1004,21004,how in the world did nicole beat paul?!?! terrible bb18 bbfinale what was the jury thinking?? 😳😳😳,fear,0.271
1005,21005,my view of the human being is as a dynamic expression of the cosmos we exist within humanism ,fear,0.271
1006,21006,"<subject>  btw, george w bush left office in ,09. we have had terrific leadership under barack obama. keep america great.",fear,0.271
1007,21007,what's the most important thing you need to accomplish today? onlinemarketing solopreneur start up success,fear,0.271
1008,21008,i'm curious to know just how much money the original air bud made to justify the continuation of these awful sequels and spinoffs.,fear,0.271
1009,21009,<subject> you've got tremendous range.,fear,0.271
1010,21010,"ok, ok.. i know.. my last tweet was terrible",fear,0.271
1011,21011,<subject> <subject> usa was embarrassing to watch. when was the last time you guys won a game..? horrible joke,fear,0.26899999999999996
1012,21012,"and i would advise that everyone wait to watch <subject> ,or actually don't wait, just don't even watch it because it is ",fear,0.266
1013,21013,<subject> just trying to go home tonight? a run on 2nd and 20 and a run on 3rd and 20? that's what champs do... sike losers ,fear,0.26
